TIMESTAMP,ORIGIN_X,ORIGIN_Y,ORIGIN_Z,XAXIS_X,XAXIS_Y,XAXIS_Z,YAXIS_X,YAXIS_Y,YAXIS_Z,STATE,ORIGIN_X,ORIGIN_Y,ORIGIN_Z,XAXIS_X,XAXIS_Y,XAXIS_Z,YAXIS_X,YAXIS_Y,YAXIS_Z,STATE
31884459014,-130.999816894531,-356.489532470703,34.982593536377,0.94150400684329,0.193405167341852,-0.275979431015249,-0.292190368144441,0.060444893523434,-0.95444811467704,0,-16.7773818969727,-728.619995117188,518.769592285156,0.927279332367287,0.35214614079226,-0.127067443861897,-0.326215930106397,0.593514314281809,-0.735747188705069,0
31884459112,-129.273315429688,-356.501098632813,34.9775314331055,0.946079800475977,0.177935929965221,-0.270687672343509,-0.284709427020107,0.0581732889519218,-0.956847119773268,0,-16.9138317108154,-726.974792480469,517.203796386719,0.928000513918576,0.349704684402043,-0.128536686880152,-0.325680919792424,0.593824707430667,-0.735733753016703,0
31884459185,-129.273315429688,-356.501098632813,34.9775314331055,0.946079800475977,0.177935929965221,-0.270687672343509,-0.284709427020107,0.0581732889519218,-0.956847119773268,0,-16.3945846557617,-727.078369140625,517.511047363281,0.928098332062979,0.348575208780507,-0.13087707914506,-0.326828555008959,0.59428767314155,-0.734850499886037,0
31884459258,-128.450424194336,-357.074737548828,35.5121307373047,0.947522582147409,0.169175967846184,-0.271257162530345,-0.286033763863082,0.0696766345685958,-0.955682924680311,0,-16.3945846557617,-727.078369140625,517.511047363281,0.928098332062979,0.348575208780507,-0.13087707914506,-0.326828555008959,0.59428767314155,-0.734850499886037,0
31884459360,-130.224304199219,-358.576599121094,40.784366607666,0.951903263384198,0.152737048005472,-0.265615457617001,-0.280113056669144,0.0825077876775883,-0.956414732454503,0,-21.8070449829102,-733.924133300781,523.33056640625,0.9242360333864,0.358512749199867,-0.131363477615836,-0.337091923898368,0.604570890548018,-0.721708440538472,0
31884459458,-134.699371337891,-361.338439941406,41.9096527099609,0.956134142213541,0.153452843704036,-0.249518990966061,-0.265680707634304,0.0955253960280384,-0.959316767446823,0,-25.070011138916,-737.168029785156,523.280334472656,0.926483115143414,0.35561950492037,-0.12314140276262,-0.329003648599623,0.606503858803932,-0.723816046011745,0
31884459532,-136.300598144531,-367.270111083984,40.465934753418,0.965274901374731,0.132790904279468,-0.224968754534144,-0.236507180687636,0.0784876994710194,-0.968454456603372,0,-28.8837261199951,-742.18212890625,523.719604492188,0.934649993169781,0.339978482392742,-0.104134632940518,-0.304419564165582,0.613777980671805,-0.728426605359578,0
31884459665,-136.948440551758,-378.289154052734,44.2297401428223,0.979624965459026,0.0843270253776378,-0.182274188629004,-0.189002957166101,0.0801707512082404,-0.978698387059658,0,-28.8837261199951,-742.18212890625,523.719604492188,0.934649993169781,0.339978482392742,-0.104134632940518,-0.304419564165582,0.613777980671805,-0.728426605359578,0
31884459762,-155.985733032227,-406.359436035156,53.6933975219727,0.990441818197438,0.0123444499957567,-0.137377652185697,-0.137921720119843,0.100287731291726,-0.985352713535383,0,-61.0826148986816,-777.452331542969,532.906799316406,0.956628586530376,0.286672224318242,-0.0517762806439973,-0.237241335011019,0.663525684771708,-0.709542257099903,0
31884459831,-173.232574462891,-428.383941650391,64.3353729248047,0.991163903253662,-0.0331693513112862,-0.12842862227928,-0.123383503587568,0.124853367010538,-0.984473538389219,0,-82.4919509887695,-800.704895019531,541.842590332031,0.966429280066448,0.25492062819449,-0.0320923659329227,-0.204953481543822,0.689550507384299,-0.694632397868918,0
31884459908,-196.935333251953,-454.416168212891,81.9486236572266,0.99209177967528,-0.0671329426989151,-0.106052198022102,-0.0936137944235294,0.167068516886539,-0.98149099239828,0,-109.372703552246,-829.615295410156,554.990783691406,0.976063319132597,0.21739885389901,-0.00617538397625874,-0.166642536414854,0.729332095071877,-0.663554790620405,0
31884460033,-221.22331237793,-483.139282226563,89.98291015625,0.987986035983562,-0.119414196359802,-0.0981011845455022,-0.0800788930302618,0.147344818267751,-0.985838158837794,0,-153.201934814453,-881.089599609375,572.796142578125,0.991326231858846,0.128307762217862,0.0284503107748476,-0.0830218010231877,0.779194567926205,-0.62125937085018,0
31884460138,-252.873840332031,-539.967102050781,101.942283630371,0.968843630815173,-0.231041071871866,-0.0892302758999008,-0.0600037439856966,0.130582090014199,-0.989620062688314,0,-172.17626953125,-905.391723632813,578.651916503906,0.996159310122332,0.0761494930746712,0.0432190185111802,-0.0341022795696887,0.79204407522989,-0.609510637660557,0
31884460256,-258.358551025391,-572.031921386719,110.474411010742,0.935302970025444,-0.344312130385846,-0.0815935728519289,-0.0372963040157009,0.133378748025445,-0.990363112843937,0,-202.357177734375,-948.834899902344,591.9033203125,0.997585351861234,-0.0219909640927445,0.0658776384683648,0.056327897792414,0.811074457561845,-0.58222452045671,0
31884460359,-256.067260742188,-596.057189941406,126.360313415527,0.890639582063075,-0.452011693749089,-0.0494627493836649,0.0637839616350658,0.231895337992407,-0.970647288388282,0,-216.596725463867,-966.785400390625,598.299743652344,0.99519523861484,-0.0611597987725615,0.0764585904424797,0.0938033090893902,0.819373441154377,-0.565533467740606,0
31884460479,-213.532379150391,-612.495849609375,137.115921020508,0.753449287085294,-0.657082528281627,0.0235949744159033,0.180967318354063,0.172740920486329,-0.968200084733148,0,-224.089630126953,-976.724426269531,600.836303710938,0.99207225539642,-0.0913608345666041,0.0862892692051189,0.124261541409789,0.815626711994965,-0.565077106249003,0
31884460626,-153.75910949707,-629.385559082031,140.060089111328,0.566728681511598,-0.803926008650678,0.180337389820069,0.300920462315737,-0.00178879096689277,-0.953647563613812,0,-234.329193115234,-992.168701171875,604.117919921875,0.984775685941559,-0.136464971582898,0.107676180788562,0.173617593732392,0.802760728978631,-0.570466601262748,0
31884460733,-121.756362915039,-631.203857421875,128.818344116211,0.539838783362336,-0.819167721764344,0.193748113790271,0.285267010137222,-0.0385138804666368,-0.957673960144459,0,-244.145309448242,-1003.80859375,608.725952148438,0.98020999689832,-0.13924577699559,0.140708832592308,0.195589228169807,0.790909531270199,-0.579833568509011,0
31884460820,-75.3618621826172,-645.952087402344,112.238761901855,0.40521697035031,-0.875032795621466,0.264795795901289,0.344090103317846,-0.122366702386124,-0.930928778664544,0,-244.145309448242,-1003.80859375,608.725952148438,0.98020999689832,-0.13924577699559,0.140708832592308,0.195589228169807,0.790909531270199,-0.579833568509011,0
31884460903,-50.0687789916992,-659.580017089844,110.632598876953,0.340926892828733,-0.902276058241795,0.263944631447195,0.405798762910339,-0.112015724752964,-0.907072125813877,0,-243.787322998047,-1003.65948486328,609.543518066406,0.982521066837929,-0.117856265279005,0.14409113072685,0.180553950453272,0.791739897262992,-0.583565082966505,0
31884460988,-24.1889209747314,-667.416809082031,98.623664855957,0.38162129380868,-0.903092307303597,0.196950431837185,0.275037686637713,-0.092478355702001,-0.956975456663142,0,-243.637619018555,-1003.30065917969,611.205017089844,0.984088137388456,-0.101436348268453,0.145880790720643,0.168638539210294,0.791796913820799,-0.587042324161449,0
31884461103,2.6857705116272,-676.427917480469,90.8892135620117,0.36148273923655,-0.928662418774525,0.0831645428646638,0.166576649184352,-0.0234367827980302,-0.985749936423326,0,-237.017272949219,-995.959350585938,613.119140625,0.992785250113178,-0.0322967089072874,0.115474541572904,0.0933421498830569,0.812660679413111,-0.575212885105185,0
31884461221,44.3719062805176,-688.568542480469,103.989944458008,0.301446181826101,-0.953351203598374,-0.0158644905369288,0.261230618097127,0.0985791218346539,-0.960229514703074,0,-227.923034667969,-989.576721191406,613.666198730469,0.994276996726572,-0.0176397617249784,0.105366468037394,0.0739603733056995,0.825360423568731,-0.559741042256976,0
31884461349,65.2530822753906,-691.263244628906,116.02433013916,0.282767163946904,-0.959054427051714,-0.0160417251545268,0.314479687417541,0.108494965251178,-0.943043672751645,0,-217.54524230957,-983.678344726563,617.262145996094,0.994546488429418,-0.0164818747659106,0.102983640239188,0.0705492243730925,0.833556149031944,-0.547911446632931,0
31884461467,104.039680480957,-714.880798339844,128.749160766602,0.200312857352338,-0.973621569059609,0.109251084393917,0.435051741841209,-0.0115196335635805,-0.900331761054497,0,-208.234725952148,-977.682373046875,620.714782714844,0.994696515562612,-0.00925784760745275,0.102436000435768,0.0627817489635433,0.843529023648941,-0.533401573168793,0
31884461589,123.626258850098,-740.764038085938,117.858795166016,0.128257259506935,-0.979468230168745,0.155537974378855,0.426317397171631,-0.087152108021711,-0.900365474091592,0,-166.239501953125,-963.838623046875,618.897888183594,0.994183290197235,-0.0793532645281719,0.0728192618839442,0.105693318910704,0.848798829833172,-0.518043886955032,0
31884461679,139.604080200195,-780.767517089844,98.6278610229492,0.0694449558575607,-0.985622069131725,0.154034200573893,0.399152573674418,-0.114055353648029,-0.909762935732881,0,-145.150360107422,-961.472412109375,613.441467285156,0.988828096917598,-0.139316257194038,0.0530091994635558,0.146213740451638,0.837370760217373,-0.526717905558677,0
31884461762,147.3720703125,-821.523559570313,79.8955459594727,0.0177117003269875,-0.989264085000798,0.14506159312189,0.3905381991402,-0.126713974912108,-0.911824261343327,0,-130.154342651367,-963.809020996094,608.909362792969,0.98076088223298,-0.191780405186212,0.0364467840583915,0.181766874666275,0.829057270681451,-0.528795655432492,0
31884461851,148.715423583984,-865.052490234375,67.4634399414063,-0.0600678918581855,-0.994376655810988,0.0872176286416325,0.371945904556621,-0.103379841333404,-0.922479730123886,0,-114.884201049805,-968.850524902344,601.590393066406,0.963304199028907,-0.267707311786561,0.0194374728112719,0.236792709591024,0.813495007913,-0.531182722596631,0
31884461940,145.103866577148,-900.719299316406,63.8539848327637,-0.112474781718504,-0.993496025552643,0.0177502306598571,0.38330409874661,-0.059861419931325,-0.921680301562236,1,-99.9153289794922,-979.536682128906,590.950622558594,0.929865087322528,-0.367893622569529,0.00228075674650177,0.310146315780699,0.780541879293165,-0.542737171637574,0
